ID,T_peak,logg_peak,Z_peak,d_peak,Teff16,Teff50,Teff84,logg16,logg50,logg84,Z16,Z50,Z84,d16,d50,d84
2301,813.8,5.6,0.3,439.5,808.7,813.0,817.2,5.47,5.52,5.58,0.27,0.32,0.37,436.0,439.0,442.0
2302,1044.2,2.5,-0.7,1552.5,1020.1,1091.3,1179.3,2.49,2.86,5.46,-0.94,-0.66,-0.33,1465.0,1681.0,1992.0
2303,
2304,
2305,
2307,1159.5,5.5,-0.0,1505.0,1118.2,1160.1,1193.3,5.37,5.48,5.56,-0.1,0.04,0.18,1397.0,1509.0,1601.0
2308,1159.2,5.2,-0.2,783.8,1158.3,1161.3,1176.1,5.17,5.21,5.28,-0.28,-0.22,-0.17,779.0,783.0,810.0
2309,
2310,
2311,
2312,
2314,
2316,
2317,
2318,
2319,
2320,
2321,
2322,
2323,
12007,
12016,
12026,
12051,
12084,
12002,1201.2,4.9,0.4,267.3,1199.6,1203.8,1208.0,4.87,4.9,4.93,0.27,0.33,0.38,267.0,267.0,267.0
