area,MAG_AUTO_F444W,MAGERR_AUTO_F444W,KRON_RADIUS_F444W,PETRO_RADIUS_F444W,ALPHA_J2000_F444W,DELTA_J2000_F444W,A_IMAGE_F444W,B_IMAGE_F444W,THETA_IMAGE_F444W,ELONGATION_F444W,ELLIPTICITY_F444W,CLASS_STAR_F444W,FLUX_RADIUS_F444W,idx42,d2d42,MAG_AUTO_F277W,MAGERR_AUTO_F277W,KRON_RADIUS_F277W,PETRO_RADIUS_F277W,ALPHA_J2000_F277W,DELTA_J2000_F277W,A_IMAGE_F277W,B_IMAGE_F277W,THETA_IMAGE_F277W,ELONGATION_F277W,ELLIPTICITY_F277W,CLASS_STAR_F277W,FLUX_RADIUS_F277W,idx415,d2d415,MAG_AUTO_F150W,MAGERR_AUTO_F150W,KRON_RADIUS_F150W,PETRO_RADIUS_F150W,ALPHA_J2000_F150W,DELTA_J2000_F150W,A_IMAGE_F150W,B_IMAGE_F150W,THETA_IMAGE_F150W,ELONGATION_F150W,ELLIPTICITY_F150W,CLASS_STAR_F150W,FLUX_RADIUS_F150W,idx411,d2d411,MAG_AUTO_F115W,MAGERR_AUTO_F115W,KRON_RADIUS_F115W,PETRO_RADIUS_F115W,ALPHA_J2000_F115W,DELTA_J2000_F115W,A_IMAGE_F115W,B_IMAGE_F115W,THETA_IMAGE_F115W,ELONGATION_F115W,ELLIPTICITY_F115W,CLASS_STAR_F115W,FLUX_RADIUS_F115W
3,26.725367928307648,0.0725769395172342,7.66,10.56,150.01354819486068,2.095922767513276,1.717,1.604,21.14,1.071,0.066,0.527,6.062,103144.0,0.0213570930231155,27.68834826518537,0.0714121163850917,3.75,7.26,150.01354803291082,2.095928697831156,1.77,1.516,53.19,1.168,0.144,0.367,2.487,163174.0,0.0032093097075151,27.234644786132577,0.0910463359208765,4.1,5.28,150.0135473136861,2.095922628597926,1.17,1.02,36.57,1.148,0.129,0.169,1.286,336398.0,0.0190817657605866,26.869974324189947,0.0754408755871902,3.5,5.28,150.013546,2.095927,1.312,1.091,2.69,1.202,0.168,0.021,1.374
3,26.291736013711525,0.0365698048896328,4.16,5.28,150.0953289162128,2.091997331943221,2.367,2.186,75.28,1.083,0.077,0.897,3.122,318694.0,0.0074200626673577,27.274717043604195,0.0661393466586349,4.71,7.26,150.09532701073348,2.0919981207636527,1.986,1.586,79.74,1.252,0.201,0.207,2.601,256739.0,0.0203361984659456,27.50127621096463,0.1004793940555281,3.5,6.6,150.09532339554437,2.0919961181055613,1.226,0.969,-74.3,1.264,0.209,0.059,1.513,428347.0,0.0216344978407137,26.9740778082794,0.1442542206254323,6.12,10.56,150.095323,2.091997,1.374,1.007,-66.7,1.365,0.267,0.0,2.48
3,25.72402342322488,0.0261915898653218,4.07,7.26,150.12599846580187,2.1015765681318843,2.979,2.7,-16.39,1.103,0.094,0.197,3.8,323192.0,0.0233778235649993,26.704282559237573,0.0360429800663735,3.5,5.94,150.12599214156654,2.101575075553749,2.352,2.068,-52.29,1.137,0.121,0.016,2.647,260666.0,0.0282575100405469,26.596001289288168,0.0603087650549665,3.5,4.62,150.12599232449378,2.1015716745957937,1.821,1.209,61.51,1.506,0.336,0.192,1.679,434105.0,0.0353848588707417,26.01285180915957,0.0654649064766426,4.54,6.6,150.125992,2.101569,1.921,1.581,83.37,1.215,0.177,0.006,2.498
3,27.146116934965008,0.0915279005345902,6.19,9.9,150.03843803456783,2.1498880399988884,2.121,1.445,-14.43,1.468,0.319,0.672,4.358,118542.0,0.0267666653934318,28.123825462702005,0.1231493875404973,5.49,5.94,150.0384306412401,2.149888875224982,1.361,1.247,-25.97,1.091,0.084,0.848,1.942,263879.0,0.0334252898809611,27.17465404017424,0.1258598233111335,4.1,3.5,150.03842876434362,2.1498886656531013,1.973,1.205,61.92,1.637,0.389,0.096,1.822,352949.0,0.0063985574028811,25.25905861684264,0.084367670923377,7.52,10.56,150.038438,2.149886,3.495,2.117,-86.2,1.651,0.394,0.0,9.9
3,27.22726635874925,0.0753597328094783,3.5,5.28,150.04629644039363,2.154343335924912,3.172,1.763,-89.58,1.799,0.444,0.003,3.551,331872.0,0.0139321416692892,28.2113725409088,0.1010231151307318,3.5,0.0,150.04630005180823,2.154344733537016,1.677,1.398,26.93,1.2,0.167,0.26,1.746,267651.0,0.0524259327643445,27.66,-1.0,3.5,0.0,150.04630604538502,2.1543542880234576,2.217,0.967,-75.13,2.293,0.564,0.004,0.879,442004.0,0.0620521382711659,27.45,-1.0,3.5,4.62,150.046305,2.154358,2.038,0.784,89.26,2.598,0.615,0.0,1.223
3,27.3106848934207,0.0819411017395114,3.5,0.0,150.04246855125092,2.158182148816498,2.792,2.007,17.53,1.391,0.281,0.149,2.728,122954.0,0.0361776432084742,28.28,-1.0,3.5,0.0,150.04247409553244,2.15819053296089,2.535,2.095,76.71,1.21,0.174,0.023,1.476,181196.0,0.0588479236597585,26.56039311636829,0.0489284890687507,3.5,4.62,150.0424694710308,2.158165828031513,1.616,1.005,-7.53,1.608,0.378,0.018,1.161,443163.0,0.0190473581512483,27.158614874881795,0.2322851323747346,3.5,3.5,150.042474,2.158184,2.829,2.732,-27.19,1.036,0.035,0.002,2.125
3,25.92907249853679,0.0484821781624003,6.85,10.56,150.04488816507794,2.159759576327275,3.571,1.852,-14.02,1.928,0.481,0.011,10.186,124064.0,0.0331557937564238,26.99100848469573,0.0599937478370492,4.93,5.28,150.04489635325302,2.159763803862602,2.594,1.577,-7.34,1.645,0.392,0.212,2.812,182679.0,0.0358335854616075,26.26248367098391,0.0635391517607067,3.92,3.5,150.04489774526107,2.159762301772542,2.275,1.679,-15.65,1.355,0.262,0.012,2.148,444371.0,0.0253182105858654,26.19254922651896,0.1091058251215491,5.9,5.94,150.044894,2.159763,2.715,1.307,-22.35,2.077,0.519,0.019,2.956
3,26.38191645727585,0.0555520366411152,5.32,8.58,150.06326129826448,2.192861140248357,2.688,2.326,89.07,1.155,0.135,0.003,4.31,346043.0,0.0120414730284308,27.58430697198929,0.066455177974647,3.5,5.94,150.0632618465924,2.192857840578312,2.001,1.637,34.67,1.222,0.182,0.001,2.61,277642.0,0.0588839905439462,27.144194778850693,0.1478859935810646,7.15,10.56,150.06327181215815,2.1928486038876485,1.091,1.06,-33.12,1.029,0.029,0.0,2.952,454225.0,0.0240339422941672,26.803131752015936,0.1521741849243693,7.57,10.56,150.063268,2.192862,1.617,0.848,-88.99,1.906,0.475,0.0,4.042
4,25.50100887681968,0.0383569906275151,10.39,6.6,150.2912246297649,2.0044938420182694,2.136,1.782,-34.37,1.199,0.166,0.006,11.14,13236.0,0.0292527120632446,27.0286400992176,0.0647802457473632,4.35,5.94,150.2912317982732,2.0044976764969427,2.538,1.975,-79.87,1.285,0.222,0.002,2.901,94394.0,0.041519879593188,26.9722262077167,0.120802528906978,6.26,8.58,150.29123607683528,2.00449530554212,1.417,1.017,-34.81,1.393,0.282,0.097,2.907,103963.0,0.0263687897346016,26.56612538031132,0.1233986617241187,7.12,10.56,150.291231,2.00449,1.209,1.118,-44.62,1.081,0.075,0.0,3.751
5,26.65139209336747,0.0781893167140866,7.04,6.6,150.3266700691344,1.99454197407146,2.743,1.518,68.33,1.807,0.447,0.269,5.708,13750.0,0.0085018607505524,27.597961272965964,0.0796877278561358,4.11,5.94,150.3266696229835,1.9945442932258848,1.949,1.523,59.47,1.28,0.219,0.129,2.327,368571.0,0.0388385839127946,26.33038599478695,0.0623496534636904,4.48,5.28,150.3266681308117,1.9945525872280168,1.628,1.349,44.74,1.207,0.171,0.01,1.738,104421.0,0.0364683289014869,26.855534747078,0.1490847127907694,6.65,10.56,150.326668,1.994552,1.226,1.087,76.85,1.128,0.114,0.039,2.962
5,25.96126158376876,0.0374784017159063,4.99,8.58,150.31862498070916,1.9990917020290253,2.76,2.435,-75.62,1.133,0.118,0.704,3.877,13978.0,0.0103985835557864,27.136023845405138,0.0755979712780927,5.9,9.9,150.3186247541415,1.999088822422208,1.885,1.626,34.76,1.159,0.137,0.006,3.5,368733.0,0.0160808569845345,26.75575692480865,0.1240739313742243,5.57,7.26,150.31862536013188,1.999087251248044,2.011,1.272,-68.0,1.581,0.367,0.0,3.138,104570.0,0.0275104506740087,26.837240951217986,0.1602233681142555,5.65,7.92,150.31863,1.999086,1.782,1.254,27.49,1.42,0.296,0.0,2.873
5,26.78585508105363,0.0796427255117987,7.39,10.56,150.32813701675903,2.033753115867776,2.45,1.244,-40.69,1.969,0.492,0.016,6.534,19930.0,0.0374126490355587,27.90884303258897,0.1178780694147591,5.65,7.26,150.328129168323,2.033746298121907,1.78,1.091,73.62,1.631,0.387,0.692,2.56,373978.0,0.0476702887307091,26.625868120862947,0.1118598942145416,5.03,8.58,150.32814459295213,2.033742252284266,2.131,1.506,26.36,1.415,0.293,0.196,2.952,110355.0,0.0493957026588387,27.374527163549484,0.1237491889260435,3.5,5.94,150.328129,2.033742,1.31,1.004,-75.84,1.305,0.234,0.0,1.723
5,24.27377788603033,0.0073473712420054,3.5,3.5,150.39991595514732,2.02983500860216,3.618,3.289,-87.25,1.1,0.091,0.971,3.217,24041.0,0.0117307850980483,26.145828346892323,0.0258891377472266,4.14,5.94,150.39991656525314,2.0298318076030646,2.243,2.033,88.23,1.103,0.094,0.771,2.305,377086.0,0.0183132306928786,27.15393795428643,0.12504780351038,5.2,3.96,150.3999205056511,2.029832729007992,1.368,1.026,-2.61,1.333,0.25,0.146,2.094,113511.0,0.0336368539448178,26.790853444595754,0.0857826305430052,3.72,3.96,150.399921,2.029827,1.346,1.199,57.53,1.123,0.109,0.018,1.515
5,26.733947819947872,0.068296827134916,5.3,9.9,150.3519034741365,2.0792175939248816,2.435,1.965,54.13,1.24,0.193,0.022,4.288,30103.0,0.0129586213272985,27.790986038098264,0.0779697002575449,3.54,5.28,150.35190484349164,2.079220923275806,1.961,1.404,4.59,1.397,0.284,0.057,2.251,381485.0,0.0164748742015028,27.140987875408666,0.1530080404701137,5.41,5.94,150.35190699318045,2.0792205223452824,1.865,1.101,58.94,1.694,0.41,0.0,2.522,118011.0,0.0377279373443538,27.36407212459082,0.1344894765338769,3.5,6.6,150.351899,2.079227,1.518,1.005,30.79,1.511,0.338,0.0,2.12
5,23.906575007035705,0.0052790894303158,3.5,3.5,150.3647314034101,2.1129194014281136,3.55,3.408,-74.17,1.042,0.04,0.973,3.19,35883.0,0.0103258982877659,25.58547240254612,0.0170020527935217,3.99,3.96,150.36473394883973,2.112920726859904,2.556,2.274,60.55,1.124,0.11,0.33,2.489,386500.0,0.0183435261650997,26.42800081862388,0.0485886736993414,3.5,4.62,150.36473457323723,2.11292339256822,1.359,1.328,-61.92,1.023,0.023,0.187,1.428,123586.0,0.0406500293281325,26.21858477130015,0.0653756879278997,3.91,4.62,150.36473,2.112931,1.585,1.504,71.21,1.054,0.051,0.435,1.911
5,26.964350365998715,0.0832390630936404,7.73,10.56,150.43367762335083,2.08824976072158,1.873,1.165,-75.19,1.608,0.378,0.301,5.907,35984.0,0.0149871332754866,27.88484505207004,0.080900679736291,3.5,6.6,150.4336792521933,2.088245929046381,2.09,1.21,89.15,1.728,0.421,0.003,2.887,386569.0,0.0175146338179942,27.415111267304297,0.1214796899642759,3.5,5.94,150.4336771165036,2.088244921983617,1.546,1.137,-61.51,1.36,0.265,0.0,2.128,123671.0,0.05209067864541,26.49909416713244,0.1385308268596031,5.26,6.6,150.433663,2.088252,2.167,1.638,-23.97,1.323,0.244,0.0,3.394
5,25.96227220360593,0.0585704545644906,7.08,10.56,150.3769026796636,2.1127670380255097,3.837,2.136,-9.66,1.797,0.443,0.001,9.469,36577.0,0.0332250321555605,26.9021898211999,0.0860025372542109,5.83,7.26,150.37690492739387,2.1127759896877936,3.406,1.83,-14.28,1.861,0.463,0.0,4.965,387212.0,0.0510496442950226,26.96566889903056,0.1350549151015532,5.23,7.26,150.37688923304117,2.112771567865009,2.612,0.863,-13.45,3.025,0.669,0.0,3.023,124515.0,0.0594569992013093,26.82689872731989,0.1035039416892617,3.5,5.28,150.376889,2.112776,1.987,1.231,-25.31,1.614,0.38,0.0,2.329
6,26.27598621108848,0.0359937199502147,4.44,5.28,149.8185657813858,1.9745398069995577,2.274,2.057,25.25,1.105,0.095,0.974,2.923,212097.0,0.0037248635150438,27.52108139069714,0.0584527419734549,3.5,7.26,149.81856506040373,1.9745390644542025,1.798,1.503,74.01,1.196,0.164,0.915,2.24,53412.0,0.0135336684205754,27.400138369794178,0.0921734443928796,3.5,5.94,149.8185627063214,1.974541972163504,1.157,1.067,-52.31,1.084,0.077,0.196,1.362,141241.0,0.0201616415655172,27.45,-1.0,3.5,5.28,149.818562,1.974544,1.021,0.931,74.23,1.096,0.088,0.771,1.084
7,24.95911010226387,0.0112616544898417,3.5,3.96,149.9596376597786,1.924291754136546,3.111,2.671,-80.79,1.165,0.141,0.978,3.021,265266.0,0.0067512092609622,26.243601054992386,0.0261287521538043,4.04,5.28,149.95963605772536,1.924290777814813,2.2,2.045,-28.85,1.076,0.071,0.705,2.559,331249.0,0.0016628035877041,26.96630680003651,0.0664460461124478,3.62,5.28,149.95963806892362,1.9242919689186693,1.209,1.074,-39.0,1.126,0.112,0.485,1.373,191507.0,0.007083542349493,25.959045983609364,0.0383479383940474,3.66,4.62,149.959637,1.92429,1.396,1.318,53.1,1.059,0.055,0.011,1.405
7,26.72023739876198,0.0439394985604913,3.5,5.94,149.91165194896092,1.9443081699300253,2.316,2.147,-77.81,1.079,0.073,0.504,3.04,212794.0,0.0093187263123979,27.6242706365715,0.0639824147594951,3.5,5.94,149.91165183809846,1.9443107560927344,1.723,1.608,-16.11,1.072,0.067,0.051,2.385,212848.0,0.0112673219046555,26.860152756215417,0.1145182289706693,6.34,7.26,149.91165196234834,1.9443112997130667,1.44,1.099,38.1,1.311,0.237,0.422,2.268,141915.0,0.0426298262794405,27.45,-1.0,5.1,5.94,149.911645,1.944299,1.518,1.015,-49.64,1.496,0.331,0.003,2.366
7,24.813542220953305,0.0103293118359946,3.5,3.96,149.88244453723408,1.989569443130324,3.175,2.885,-2.86,1.101,0.091,0.978,3.006,220514.0,0.002514575020785,26.001452418735845,0.0179307961508389,3.5,3.96,149.88244392021804,1.9895697712196905,2.109,2.051,-22.99,1.028,0.027,0.973,2.202,219378.0,0.0112615753305227,25.35107382111048,0.0183576680841182,3.5,3.5,149.8824414665184,1.9895688366636453,1.492,1.445,-29.53,1.033,0.032,0.999,1.29,150044.0,0.0105946119198053,25.29174179486313,0.0199224055290568,3.5,3.5,149.882442,1.989569,1.366,1.318,85.89,1.036,0.035,0.992,1.154
7,26.96537067963173,0.0831333715255691,7.16,10.56,149.85171214756028,2.0033731337515834,1.696,1.587,-47.28,1.069,0.064,0.683,5.512,221325.0,0.0312236219701682,28.093920231305816,0.1163648618604924,5.22,8.58,149.8517044402005,2.003369147012214,1.383,1.26,-7.81,1.097,0.089,0.87,2.36,220077.0,0.0528736158281551,27.332573498385248,0.1006005657953108,3.5,5.28,149.8516975193682,2.003371723480338,1.51,1.136,43.16,1.329,0.248,0.006,1.686,150978.0,0.0776573329660807,27.45,-1.0,3.5,3.5,149.851702,2.003354,1.581,0.695,61.35,2.276,0.561,0.001,1.69
7,25.76372638805234,0.0205485590331095,3.5,4.62,149.92373707997004,1.9781522103299465,2.561,2.435,-58.52,1.052,0.049,0.977,2.959,221675.0,0.0186343311986358,27.284620803692256,0.0636562896425622,4.59,5.28,149.92373235014426,1.978154319472572,1.804,1.643,39.79,1.097,0.089,0.688,2.146,220341.0,0.0270455789108962,27.66,-1.0,3.58,4.62,149.92372956608,1.978152431238121,1.026,0.941,-8.04,1.09,0.082,0.001,1.327,151300.0,0.0133656962207351,27.408450266019592,0.1203332979581548,3.5,6.6,149.923735,1.978149,1.292,1.001,-41.93,1.291,0.225,0.001,1.652
7,22.94348880171321,0.002327408951612,3.5,3.5,149.90908081248304,1.9892685377808657,4.127,3.505,-87.82,1.177,0.151,0.988,3.262,223538.0,0.0373760513771546,24.26668573137496,0.0068427080529597,3.5,3.96,149.90907394684604,1.9892607460762808,4.565,3.398,-84.51,1.343,0.256,0.03,3.676,221707.0,0.016667466098591,24.66759866583812,0.017518555725118,3.67,5.94,149.90907804758453,1.98926482293574,2.919,2.164,80.3,1.349,0.259,0.021,2.541,153147.0,0.018479072835189,24.503175839675382,0.0170497426255441,3.5,3.5,149.909082,1.989263,3.042,1.869,-87.75,1.628,0.386,0.021,2.155
7,26.125060535663323,0.0458778779702821,4.21,5.94,149.89725833822072,1.994145197312926,4.206,2.658,-22.61,1.582,0.368,0.002,5.263,223985.0,0.0182775579221561,27.08718695541128,0.0606994989355458,3.5,5.28,149.89726160734335,1.994149083534283,3.773,1.761,-20.25,2.143,0.533,0.0,3.756,221915.0,0.0470248406326,26.78733641535224,0.1250539681597027,4.36,5.94,149.8972702120006,1.994150657332754,2.828,1.598,-9.74,1.77,0.435,0.0,3.324,153437.0,0.0488345350716277,26.888932788343546,0.1465638236193495,4.1,5.94,149.89727,1.994152,2.484,1.501,-51.59,1.654,0.396,0.0,3.525
7,26.32145138711908,0.0768943057228284,7.44,6.6,149.90039287014588,1.992972267286496,3.691,1.887,-43.72,1.956,0.489,0.025,9.626,223973.0,0.0081812811713326,27.51872596130004,0.0705471136403253,3.9,7.26,149.90039514406365,1.992972254526353,2.111,1.592,86.62,1.325,0.246,0.002,2.941,221919.0,0.0150954475492491,27.534913158493847,0.1212093960618045,3.5,5.94,149.9003918883001,1.9929681905350616,1.412,1.164,-46.93,1.212,0.175,0.0,1.946,153457.0,0.0191888050538688,27.45,-1.0,4.98,6.6,149.900398,1.992974,1.402,0.753,-58.6,1.861,0.463,0.0,1.923
7,26.1699695838162,0.0530783911752984,5.78,5.94,149.95082134568312,1.981432031289802,3.575,2.031,-37.39,1.76,0.432,0.003,5.133,225887.0,0.01882507435334,27.18833232355226,0.0752056130871106,5.25,5.28,149.95082485992307,1.9814359054712112,2.543,1.507,-47.61,1.687,0.407,0.006,2.935,223304.0,0.0357437650704039,26.98036482560652,0.1044513268581383,4.43,7.26,149.9508115529811,1.981433704361248,1.97,1.086,-51.08,1.815,0.449,0.0,2.812,154906.0,0.0380577792650238,26.99100670114668,0.1526194758122232,5.35,9.24,149.950831,1.981436,2.374,0.832,-39.64,2.854,0.65,0.0,3.09
7,26.134221634725744,0.0487023873425207,5.41,7.26,149.90553047440238,2.0189944102262087,3.225,2.326,41.73,1.387,0.279,0.115,5.095,230852.0,0.009351569449974,27.16449735484823,0.0520237095228397,3.5,5.28,149.90553288164406,2.018993430324128,2.555,1.647,24.97,1.552,0.356,0.008,2.402,226602.0,0.0118810043160302,26.620221865148235,0.0947787377360375,5.0,6.6,149.9055332404216,2.018992607318728,1.971,1.369,48.85,1.439,0.305,0.0,2.521,158103.0,0.0239151510349271,26.803978390080538,0.1320482914905094,5.11,6.6,149.905537,2.018994,1.831,1.255,41.77,1.459,0.315,0.0,2.456
7,26.56747303117219,0.0684530763812698,6.46,6.6,149.90116295733938,2.0268803938571263,2.627,1.765,-27.86,1.489,0.328,0.802,5.415,233030.0,0.0153242185546164,27.674352562006103,0.0824439767588902,4.05,7.26,149.90115869835327,2.026880452642163,2.235,1.414,-16.15,1.58,0.367,0.174,2.705,227892.0,0.0124153248439823,26.61495596048617,0.1177772249883787,6.66,6.6,149.90115974381146,2.0268791369970547,1.879,1.242,0.68,1.513,0.339,0.0,3.614,159445.0,0.041464729243311,27.287359726745336,0.1507177897291066,4.08,5.94,149.901174,2.026881,1.784,1.075,-9.97,1.66,0.398,0.0,2.401
7,26.4506252442391,0.0652270163051153,6.94,7.92,149.91351207930236,2.0770819298747947,2.543,1.778,66.7,1.431,0.301,0.002,6.864,245782.0,0.0272109338925899,27.393403322657782,0.0830761719972044,4.83,7.26,149.91351295951742,2.0770744226407136,2.216,1.685,-71.75,1.315,0.24,0.0,3.091,152968.0,0.0336714163383597,27.360267336513548,0.1392080701412347,4.86,8.58,149.91352136404274,2.077080751464542,1.292,1.175,4.74,1.099,0.09,0.0,2.448,173364.0,0.0256868395743611,26.992069306630817,0.1483906441245668,4.54,5.28,149.913516,2.077076,2.23,1.141,48.01,1.955,0.489,0.0,3.051
6,26.53360072328413,0.0681261384495994,6.28,10.56,149.76904855522295,1.9410278522280868,2.531,2.054,37.42,1.233,0.189,0.205,5.144,148218.0,0.0206653579085995,27.540661402673194,0.0966656992538428,5.64,5.94,149.76905360069927,1.9410251091815989,1.965,1.452,-56.3,1.353,0.261,0.135,2.811,43976.0,0.0121932946677977,27.16109476477149,0.1029106063416739,3.99,6.6,149.76904806741803,1.9410245004723563,1.545,1.165,-23.22,1.327,0.246,0.003,2.123,50692.0,0.0182785207627521,27.28152092412393,0.1042442946426276,3.55,6.6,149.769054,1.941027,1.183,0.994,-29.58,1.19,0.16,0.003,1.483
6,25.61315869723456,0.0218159560975984,3.5,5.94,149.75402724530608,1.9850258627344497,3.611,2.571,-26.14,1.405,0.288,0.812,3.519,157821.0,0.0303421444898913,27.06807135440158,0.0479662104008315,3.5,5.94,149.7540331258567,1.985031904099731,2.551,1.678,-0.6,1.52,0.342,0.174,2.727,50677.0,0.0342515357223305,27.23440959620272,0.1455337990165243,7.16,7.26,149.754036656779,1.9850272954420265,1.08,0.928,4.1,1.164,0.141,0.01,2.763,57609.0,0.058791568807993,27.45,-1.0,5.64,9.24,149.754043,1.985031,1.301,0.973,-38.16,1.337,0.252,0.001,2.429
6,24.82249482552731,0.0105756184360486,3.5,3.96,149.73184554264392,2.0257425435211505,3.212,2.981,80.47,1.077,0.072,0.977,3.194,164644.0,0.0176751261065461,25.86164110309722,0.0193956865078664,3.5,5.94,149.73184464836578,2.0257473712516894,2.908,2.236,83.86,1.3,0.231,0.026,3.018,56358.0,0.0102845975280072,25.24513841843812,0.020571580639654,3.58,5.28,149.731846005151,2.0257453627138124,2.09,1.51,79.35,1.384,0.277,0.03,1.807,64240.0,0.0065895742620529,24.89020338436708,0.0176000360628981,3.6,3.5,149.731846,2.025744,2.003,1.388,75.05,1.443,0.307,0.019,1.59
6,18.46739724891733,8.218809906532207e-05,3.5,3.5,149.7445050165131,2.027524787042282,9.17,7.569,79.39,1.212,0.175,0.999,3.497,165325.0,0.0119797115132008,19.71600715972388,0.0003933555285383,3.5,3.5,149.7445077818067,2.027522933317768,16.54,13.424,77.33,1.232,0.188,0.029,7.068,57192.0,0.0021885614414238,19.17833695373494,0.0002366544999124,3.5,3.5,149.74450506405637,2.0275253931164454,6.546,4.668,79.62,1.402,0.287,0.911,1.632,65476.0,0.0101508463356779,19.559609002972103,0.0005346179720986,3.5,3.5,149.744502,2.027524,7.258,6.827,-1.55,1.063,0.059,0.212,2.42
6,24.953387588975087,0.0220025274104295,4.49,6.6,149.78514823812387,2.016309608957007,6.952,2.826,39.69,2.461,0.594,0.012,7.015,167141.0,0.0032867518885782,25.991329378801577,0.0328136467013754,4.01,6.6,149.78514874050873,2.016308846417511,5.225,2.158,42.93,2.421,0.587,0.001,4.973,58646.0,0.0257052700326962,26.43396756016308,0.0972230837211341,5.49,5.28,149.78514847437015,2.016316745405333,2.861,1.146,38.12,2.497,0.6,0.0,3.595,67135.0,0.0347778582636053,25.8505015118741,0.1057909282563703,5.5,5.28,149.785153,2.016301,5.704,1.267,43.87,4.503,0.778,0.0,7.147
6,26.13232946599668,0.0524863990071823,6.06,5.28,149.70676666059552,2.085458844989515,3.191,2.168,7.9,1.472,0.321,0.021,4.978,177101.0,0.0405526465414763,27.205796368000183,0.0801717367078368,4.99,7.26,149.70677034127235,2.0854481978155834,3.02,1.529,-1.08,1.975,0.494,0.002,3.611,66023.0,0.0296734118152354,27.07208489491542,0.1480852976662669,6.11,4.62,149.70677257630953,2.085453101178738,1.832,1.044,8.53,1.754,0.43,0.004,3.097,75656.0,0.0373051082103256,26.68990812517072,0.145743300119586,5.53,5.28,149.706769,2.085449,2.258,1.311,41.48,1.722,0.419,0.0,3.405
6,26.235871056015164,0.0348174519046852,3.88,7.26,149.73560260958251,2.111363896091524,2.506,2.472,47.24,1.014,0.014,0.944,3.473,186299.0,0.004785548340275,27.6135624850316,0.1015427055020536,6.45,8.58,149.73560231936392,2.1113625987957017,1.531,1.359,21.07,1.127,0.112,0.226,3.332,72894.0,0.0127666157559252,27.66,-1.0,3.5,5.94,149.73560497484155,2.1113612523706045,1.575,0.914,35.32,1.724,0.42,0.0,2.036,83956.0,0.0750182237472914,27.45,-1.0,5.9,5.94,149.735617,2.111378,1.291,0.874,70.74,1.477,0.323,0.0,2.5
1,25.9637182211128,0.031429243148266,4.18,7.92,149.81132259394627,2.211093461951296,2.813,2.41,-31.02,1.167,0.143,0.955,3.454,377741.0,0.0204482095786555,27.21661085284573,0.0703478489166004,5.18,6.6,149.81132457532223,2.211098785770822,2.103,1.544,0.69,1.362,0.266,0.25,2.728,298511.0,0.0218807399652669,27.66,-1.0,4.03,5.28,149.8113254780306,2.2110988132427574,1.169,0.905,70.21,1.292,0.226,0.153,1.446,22120.0,0.0297552250880037,27.422111607546007,0.1431900991572716,3.5,6.6,149.81132,2.211101,1.606,1.059,38.21,1.516,0.34,0.0,2.197
1,25.351645198785675,0.0152554526554351,3.5,4.62,149.82711699090214,2.2238503300289207,2.786,2.557,-22.6,1.09,0.082,0.977,2.958,382696.0,0.0074152137733251,27.14374585329784,0.0452926772004054,3.5,4.62,149.82711653641985,2.2238483209353146,2.034,1.654,71.3,1.23,0.187,0.027,2.249,301838.0,0.0089054790145259,27.58074063873241,0.1411278260534212,4.46,5.28,149.8271193334659,2.223849529986354,1.123,1.056,23.41,1.063,0.06,0.254,1.343,27200.0,0.0008932595251911,27.189895991462947,0.1057020221502179,3.5,6.6,149.827117,2.22385,1.46,0.997,51.71,1.465,0.317,0.0,1.637
1,26.61303427729776,0.0448737588624362,3.5,5.28,149.89840621091304,2.212485280420894,3.011,2.025,64.13,1.487,0.327,0.338,3.199,385795.0,0.0134192013405806,27.693300319453915,0.0971519959556965,5.12,5.28,149.89840411339534,2.212482197946272,1.642,1.551,-34.49,1.058,0.055,0.082,2.172,304078.0,0.0299289067110733,27.3323298909869,0.158223511954438,4.76,6.6,149.89839943937235,2.212480450278514,1.664,1.235,64.4,1.348,0.258,0.0,2.168,29374.0,0.0174378512136211,27.45,-1.0,4.36,4.62,149.898405,2.212481,1.154,0.903,89.22,1.278,0.217,0.0,1.619
1,25.574586886719665,0.0184582759122166,3.58,4.62,149.78091412933978,2.26705539987957,2.74,2.41,-33.73,1.137,0.12,0.972,3.018,388171.0,0.0229982371577759,26.69310952314732,0.0351686082497514,3.84,3.96,149.7809205053708,2.267055870503557,2.033,1.859,-13.09,1.094,0.086,0.406,2.305,305724.0,0.0264734749085787,26.861600628068604,0.1039653121060216,5.82,3.96,149.78091560763576,2.267062603739448,1.267,1.108,61.19,1.143,0.125,0.103,1.955,30931.0,0.0127551161785285,26.692408272491555,0.0990710667584537,5.01,5.28,149.780916,2.267059,1.372,1.164,-8.78,1.179,0.152,0.01,1.562
1,26.361708741981964,0.0441291678379199,3.88,8.58,149.78599065810155,2.2676709374681274,2.932,2.598,6.0,1.128,0.114,0.145,4.064,389002.0,0.0051587107848675,27.40688980543201,0.0790289308261209,5.53,4.62,149.78599062493316,2.2676723700600285,1.901,1.338,12.48,1.421,0.296,0.343,2.552,306240.0,0.0101750457397328,27.385633786558536,0.1060070223387467,3.5,5.28,149.78599055927182,2.267673762144029,1.741,0.89,11.08,1.956,0.489,0.142,1.684,31468.0,0.0224978075597181,27.018632712839405,0.1422300643674587,5.05,6.6,149.78599,2.267665,1.815,0.959,14.34,1.892,0.471,0.007,2.276
