Teff,logg,logZ,CtoO,logKzz,F115W,F150W,F277W,F444W
900,3.5,+0.75,0.1,-1,-31.273845965449336,-30.846712146163526,-30.412177914752117,-32.35967098011669
900,3.5,+0.75,0.1,2,-31.282781944627814,-30.939180609901733,-30.163446135967014,-32.21786248786215
900,3.5,+0.75,0.1,10,-30.93507119029718,-30.78821478790006,-29.975824786042644,-32.085888351223105
900,3.5,+0.75,0.55,-1,-31.704956346272006,-30.8630511909079,-30.67589872839718,-32.17386132064142
900,3.5,+0.75,0.55,2,-31.72797399669207,-30.945555598108236,-30.61331812795264,-31.962905600272972
900,3.5,+0.75,0.55,10,-31.268785896391545,-31.067299407032426,-30.189201308329025,-31.78273662011728
900,3.5,+0.75,0.85,-1,-31.645238893074975,-31.384830682645358,-30.900814064191323,-32.1514403250691
900,3.5,+0.75,0.85,2,-31.43398651177602,-31.33907728277567,-30.967155787190386,-31.88052366925628
900,3.5,+0.75,0.85,10,-31.828852153540822,-31.486996748184154,-30.97963961397463,-31.421431947966244
900,3.5,+1.0,0.1,-1,-31.190739006475432,-30.796407461260074,-30.48151033646933,-32.30621231673082
900,3.5,+1.0,0.1,2,-31.17664174679294,-30.88862043038656,-30.16828695221287,-32.16137247689376
900,3.5,+1.0,0.1,10,-30.803354956722234,-30.71452480542979,-30.02869889785004,-32.03950704569642
900,3.5,+1.0,0.55,-1,-31.69450819746007,-30.89828087167534,-30.76494710072822,-32.123477883472965
900,3.5,+1.0,0.55,2,-31.713605161436043,-31.00435453357055,-30.66536978956354,-31.91814261011381
900,3.5,+1.0,0.55,10,-31.25804028214222,-31.019565282784374,-30.190546137008166,-31.710791354915564
900,3.5,+1.0,0.85,-1,-32.01421957132653,-31.57588559124248,-31.040005996946928,-32.07845446463967
900,3.5,+1.0,0.85,2,-32.053529995266686,-31.628552586660568,-31.08819340878851,-31.801528982301235
900,3.5,+1.0,0.85,10,-31.31228924235605,-31.395784786719947,-31.292230710506047,-31.414323492171924
900,4.0,-2.5,0.1,-1,-30.866221013692293,-31.092192089435425,-30.601726806758776,-32.72250797740125
900,4.0,-2.5,0.1,2,-30.863595361001515,-31.09230457196048,-30.609330806273416,-32.72181323257211
900,4.0,-2.5,0.1,10,-30.87939458031931,-31.081243556549744,-30.59784232797483,-32.71729703626546
900,4.0,-2.5,0.55,-1,-30.92807234703065,-31.187355873747737,-30.6422727765362,-32.72608021011176
900,4.0,-2.5,0.55,2,-30.970077977622683,-31.177195366131972,-30.61755088025763,-32.71051315094212
900,4.0,-2.5,0.55,10,-30.942403208837916,-31.18000299487759,-30.64495919389003,-32.711847980618515
900,4.0,-2.5,0.85,-1,-30.92400548567525,-31.243256365756196,-30.69447469606945,-32.73195804772067
900,4.0,-2.5,0.85,2,-30.920306295752,-31.242984586745234,-30.697901097810348,-32.729128225046374
900,4.0,-2.5,0.85,10,-30.93655331096322,-31.223268456956994,-30.68896263269974,-32.72404840698478
900,4.0,-2.0,0.1,-1,-31.073194714339923,-31.06439216656733,-30.468194196942733,-32.79943504706358
900,4.0,-2.0,0.1,2,-31.05811424950646,-31.068744180328565,-30.508932233623387,-32.796812957911065
900,4.0,-2.0,0.1,10,-31.06182680243353,-31.06082445086318,-30.516227138435845,-32.77006745094303
900,4.0,-2.0,0.55,-1,-31.1214582842622,-31.21714584256845,-30.594592133449645,-32.81864321236172
900,4.0,-2.0,0.55,10,-31.133354830667386,-31.2181260601964,-30.63440699042896,-32.76548545823489
900,4.0,-2.0,0.85,-1,-31.148401107708406,-31.245338589529787,-30.61059802613245,-32.80354746062224
900,4.0,-2.0,0.85,2,-31.129177896391415,-31.24782338384424,-30.652074417503215,-32.801964000117465
900,4.0,-2.0,0.85,10,-31.159791165306462,-31.2430307153925,-30.650224952056583,-32.74418453541634
900,4.0,-1.5,0.1,-1,-31.286121153274934,-31.023624696431796,-30.222699519922212,-32.82213517683607
900,4.0,-1.5,0.1,2,-31.24348677870699,-31.046042494168518,-30.303790446944983,-32.82665019612314
900,4.0,-1.5,0.1,10,-31.250301911754555,-31.057409727640845,-30.305456509567733,-32.75364762179195
900,4.0,-1.5,0.55,-1,-31.344375568464294,-31.187412248620788,-30.424290771404717,-32.83802642582881
900,4.0,-1.5,0.55,2,-31.2896361999908,-31.187399244378973,-30.47763999863633,-32.83422829541096
900,4.0,-1.5,0.55,10,-31.32176245808096,-31.26256131931177,-30.558148879111208,-32.670148745023326
900,4.0,-1.5,0.85,-1,-31.372606476961987,-31.170870197044596,-30.434056834306844,-32.80716197957793
900,4.0,-1.5,0.85,2,-31.329279198629987,-31.1956860923012,-30.516407423071072,-32.80751492212521
900,4.0,-1.5,0.85,10,-31.376373055739485,-31.24060494677221,-30.53609890090149,-32.67115927637225
900,4.0,-1.0,0.1,-1,-31.54536193927469,-31.01558641810021,-29.988326322344978,-32.74498353159929
900,4.0,-1.0,0.1,2,-31.515093109273863,-31.04148389800017,-30.04414976337253,-32.747629835737605
900,4.0,-1.0,0.1,10,-31.453612570944735,-31.061486102870273,-30.06345052982987,-32.59895084435106
900,4.0,-1.0,0.55,-1,-31.62911412654988,-31.093359271167035,-30.19972439372232,-32.71595194161969
900,4.0,-1.0,0.55,2,-31.572047792541294,-31.108183345870227,-30.241731261016177,-32.71072683499198
900,4.0,-1.0,0.55,10,-31.580100645847974,-31.240904553934143,-30.351773318859834,-32.490380203147005
900,4.0,-1.0,0.85,-1,-31.650611009645985,-31.060622644240482,-30.233350861258074,-32.688339877329355
900,4.0,-1.0,0.85,2,-31.62073638755998,-31.099223533339632,-30.288751552948558,-32.68200801575809
900,4.0,-1.0,0.85,10,-31.60752207516898,-31.249454445579403,-30.4379094821362,-32.425541715223304
900,4.0,-0.5,0.1,-1,-31.590424720338916,-31.11656191930259,-29.929145235009837,-32.64625112612149
900,4.0,-0.5,0.1,2,-31.589469985484588,-31.122929707765813,-29.951716180424512,-32.61506797267168
900,4.0,-0.5,0.1,10,-31.569567372490503,-31.092774695423053,-29.879799098909928,-32.45751249799986
900,4.0,-0.5,0.55,-1,-31.614348941401786,-31.180254865267617,-30.25943319373461,-32.626798186266164
900,4.0,-0.5,0.55,2,-31.599960384515946,-31.18184824391056,-30.260337753613527,-32.50535023275827
900,4.0,-0.5,0.55,10,-31.7343011060182,-31.182798709271356,-30.249820664883295,-32.2709885278607
900,4.0,-0.5,0.85,-1,-31.70159375556289,-31.177888016387048,-30.303719359489424,-32.59836017299674
900,4.0,-0.5,0.85,2,-31.67516353388376,-31.19988524010601,-30.312495295537442,-32.56434968970546
900,4.0,-0.5,0.85,10,-31.795685479228133,-31.224330491725468,-30.423715863798066,-32.18621013630563
900,4.0,-0.25,0.1,-1,-31.717877773700383,-31.086039600278696,-29.897562668263067,-32.571345190694835
900,4.0,-0.25,0.1,2,-31.711931361090258,-31.092892575905957,-29.90149847405357,-32.50107717143556
900,4.0,-0.25,0.1,10,-31.469521245320106,-31.137929065483533,-29.849705144745904,-32.40538106753467
900,4.0,-0.25,0.55,-1,-31.917638785015118,-31.086470321132687,-30.179971077751794,-32.51522568738336
900,4.0,-0.25,0.55,2,-31.977877484258435,-31.13803948318797,-30.21728023956518,-32.3571054423664
900,4.0,-0.25,0.55,10,-31.61029760120242,-31.257856910846126,-30.19242750387543,-32.26724246188286
900,4.0,-0.25,0.85,-1,-31.597874562977943,-31.23581826070144,-30.406803850244874,-32.55328452183332
900,4.0,-0.25,0.85,2,-31.601008978156074,-31.26266275346516,-30.4177690755551,-32.484641245637924
900,4.0,-0.25,0.85,10,-31.743290373180926,-31.26229971090661,-30.502297129069444,-32.08922262864047
900,4.0,+0.0,0.1,-1,-31.71299316492675,-31.066865219490033,-29.923794603789702,-32.51935619352226
900,4.0,+0.0,0.1,2,-31.702276664580307,-31.091316692210004,-29.937148916468196,-32.40786493190719
900,4.0,+0.0,0.1,10,-31.389731004323714,-31.129874540679925,-29.819084947943587,-32.337642092238035
900,4.0,+0.0,0.55,-1,-31.983316756104983,-31.164525510127575,-30.23959389226794,-32.44949846593339
900,4.0,+0.0,0.55,2,-31.985010368550636,-31.1820651026531,-30.249462211331803,-32.38039016304321
900,4.0,+0.0,0.55,10,-31.71212726064823,-31.22824172483036,-30.179438412740204,-32.130106158870035
900,4.0,+0.0,0.85,-1,-32.07560563373858,-31.32636583762592,-30.408278677335908,-32.4640002415644
900,4.0,+0.0,0.85,2,-32.07848491411231,-31.34432765113062,-30.437443905927196,-32.345287371912256
900,4.0,+0.0,0.85,10,-31.650512539589016,-31.36420398132346,-30.54567743200002,-32.045863502784925
900,4.0,+0.25,0.1,-1,-31.617320430873495,-31.041920211759845,-29.99609600708142,-32.480345089229104
900,4.0,+0.25,0.1,2,-31.619555823198063,-31.095868116927207,-29.962999387497558,-32.33812543815963
900,4.0,+0.25,0.1,10,-31.27948531093503,-31.042478932541087,-29.74653499465285,-32.24486531584421
900,4.0,+0.25,0.55,-1,-31.995621213663167,-31.020333763912458,-30.268861204520988,-32.362570083797564
900,4.0,+0.25,0.55,2,-32.00020468776782,-31.04028174515122,-30.304882098542755,-32.249704663574555
900,4.0,+0.25,0.55,10,-31.68639904645986,-31.194223649294806,-30.121047054771385,-32.022018967577665
900,4.0,+0.25,0.85,-1,-31.807745513713357,-31.265552421832336,-30.453313501624,-32.37369683991118
900,4.0,+0.25,0.85,2,-31.816095253885315,-31.291372641317988,-30.522135051031555,-32.21290328231543
900,4.0,+0.25,0.85,10,-31.808269399841006,-31.32706995205014,-30.656535252595564,-31.827565246475302
900,4.0,+0.5,0.1,-1,-31.545037261917287,-31.025479100216234,-30.118805704227476,-32.449513462146186
900,4.0,+0.5,0.1,2,-31.549104443119518,-31.05320835756433,-30.091207247059923,-32.36313848937774
900,4.0,+0.5,0.1,10,-31.17414823825616,-30.995153774332216,-29.80245163054182,-32.18922163069872
900,4.0,+0.5,0.55,-1,-31.937827169224814,-30.996936505156597,-30.357728433990733,-32.28868253221442
900,4.0,+0.5,0.55,2,-31.94756218986089,-31.026698571708934,-30.400739151382233,-32.13718426510965
900,4.0,+0.5,0.55,10,-31.636773580304762,-31.18775162029433,-30.127312553192446,-31.927593370598842
900,4.0,+0.5,0.85,-1,-31.76956763914926,-31.304887640288783,-30.5386202487868,-32.2951957522074
900,4.0,+0.5,0.85,2,-31.78570936898236,-31.336861472041946,-30.630340723800703,-32.09304683034296
900,4.0,+0.5,0.85,10,-31.853310024859397,-31.33520469641583,-30.63224537690022,-31.60035275815502
900,4.0,+0.75,0.1,-1,-31.460392543382785,-30.944715022701565,-30.197476880538083,-32.39406900743334
900,4.0,+0.75,0.1,2,-31.4652560932499,-30.993513300590266,-30.103280624747,-32.28435058386834
900,4.0,+0.75,0.1,10,-31.063040998147223,-30.917489617112437,-29.831076121884127,-32.125151149231584
900,4.0,+0.75,0.55,-1,-31.86451975945409,-30.98941998588467,-30.48870454060005,-32.23175422906304
900,4.0,+0.75,0.55,2,-31.8791337044467,-31.036620232017963,-30.508197391565574,-32.05314035431223
900,4.0,+0.75,0.55,10,-31.57714730747685,-31.138866816745608,-30.09901138323056,-31.844295999285308
900,4.0,+0.75,0.85,-1,-32.03230696884531,-31.43319181895178,-30.635273820918442,-32.20806980917423
900,4.0,+0.75,0.85,2,-32.05172801148302,-31.466148304399937,-30.728017341456592,-31.980912982035218
900,4.0,+0.75,0.85,10,-31.753411399182507,-31.427722412269397,-30.95444121242119,-31.53563945194182
900,4.0,+1.0,0.1,-1,-31.365458300578993,-30.879845189201124,-30.285119584325194,-32.344683248369456
900,4.0,+1.0,0.1,2,-31.305966329869825,-30.954325817833954,-29.994883028323688,-32.15364754198803
900,4.0,+1.0,0.1,10,-30.97388688448211,-30.838916047071677,-29.876501171989073,-32.07372982729544
900,4.0,+1.0,0.55,-1,-31.711908450673096,-30.940592370178553,-30.624780622440774,-32.17685683751813
900,4.0,+1.0,0.55,2,-31.742426678291935,-31.042940279023288,-30.52183003397829,-31.901241470722184
900,4.0,+1.0,0.55,10,-31.438117504593844,-31.111609070643343,-30.075054471825787,-31.77403839156284
900,4.0,+1.0,0.85,-1,-31.90879426325065,-31.450437392263588,-30.696504988773107,-32.10208554573536
900,4.0,+1.0,0.85,2,-31.93799158110017,-31.483003379856243,-30.775810548084728,-31.849761609575147
900,4.0,+1.0,0.85,10,-31.85038562507442,-31.453341841505186,-31.001757567345955,-31.416299747223405
900,4.5,-2.5,0.1,-1,-30.833720192650237,-31.10329954226277,-30.568941122642705,-32.677554144139535
900,4.5,-2.5,0.1,2,-30.83205945612924,-31.10300674801988,-30.572953626124754,-32.677144154278906
900,4.5,-2.5,0.1,10,-30.841764132271887,-31.087471770467513,-30.562221875129655,-32.678925733543274
900,4.5,-2.5,0.55,-1,-30.864486673121387,-31.19395455417851,-30.634385929950735,-32.69010200699216
900,4.5,-2.5,0.55,2,-30.86926547474643,-31.200268655373854,-30.622914784264946,-32.683994118685376
900,4.5,-2.5,0.55,10,-30.873994914468767,-31.168949157063803,-30.616535298173837,-32.68753645390562
900,4.5,-2.5,0.85,-1,-30.860216245018627,-31.242572897773314,-30.66761609645176,-32.696745643718316
900,4.5,-2.5,0.85,2,-30.861009205746413,-31.242083321470602,-30.671776164241628,-32.696067988115146
900,4.5,-2.5,0.85,10,-30.865201716968013,-31.220302588954958,-30.674633845121697,-32.70109070605398
900,4.5,-2.0,0.1,-1,-31.09597001850943,-31.038023252202894,-30.43893608143648,-32.74652115613019
900,4.5,-2.0,0.1,2,-31.080608043282012,-31.036740348693886,-30.454578192251113,-32.74669320491074
900,4.5,-2.0,0.1,10,-31.094605470049146,-31.023480245791095,-30.450030480291367,-32.72891453271343
900,4.5,-2.0,0.55,-1,-31.13666818770713,-31.175024853934822,-30.520619861009003,-32.763331319373364
900,4.5,-2.0,0.55,2,-31.130226304544596,-31.17797867905793,-30.537630617917685,-32.76083809651448
900,4.5,-2.0,0.55,10,-31.1541012092337,-31.1673852044178,-30.53127518702714,-32.72936783831898
900,4.5,-2.0,0.85,-1,-31.043321747888484,-31.290218339889982,-30.650856811392067,-32.79497198168552
900,4.5,-2.0,0.85,2,-31.03604201141578,-31.28741395590705,-30.66519753713774,-32.792702029943094
900,4.5,-2.0,0.85,10,-31.06015346141192,-31.271079862973586,-30.657999773739807,-32.77654783867931
900,4.5,-1.5,0.1,-1,-31.317432267815285,-30.980126180782936,-30.185166500226682,-32.80043671299714
900,4.5,-1.5,0.1,2,-31.30970348535262,-30.97469478044743,-30.23373010066672,-32.79527912488755
900,4.5,-1.5,0.1,10,-31.309890308011532,-30.99085988470045,-30.24392525246205,-32.74097779205916
900,4.5,-1.5,0.55,-1,-31.37808718781889,-31.116777252761363,-30.341753460253017,-32.811014530730134
900,4.5,-1.5,0.55,2,-31.368754545085554,-31.122739431406217,-30.376656568063392,-32.80453047632761
900,4.5,-1.5,0.55,10,-31.384462657705892,-31.158759417711824,-30.40291698889865,-32.715691418665294
900,4.5,-1.5,0.85,-1,-31.261548820288844,-31.248559807947803,-30.47641836122031,-32.850568477509825
900,4.5,-1.5,0.85,2,-31.227492012699475,-31.258375879049588,-30.535075196161394,-32.85096606363295
900,4.5,-1.5,0.85,10,-31.272855266777995,-31.293600752024705,-30.55819165560408,-32.72749166473814
900,4.5,-1.0,0.1,-1,-31.463412321619167,-31.034664912010367,-29.974605472559546,-32.79043892435518
900,4.5,-1.0,0.1,2,-31.44365019279659,-31.06786997901926,-30.027255172105175,-32.79243844803629
900,4.5,-1.0,0.1,10,-31.443388228676486,-31.092756442403907,-30.055372477104896,-32.67675642161766
900,4.5,-1.0,0.55,-1,-31.485103428509863,-31.150419261196415,-30.227617886866938,-32.803576750359944
900,4.5,-1.0,0.55,2,-31.46199667955812,-31.187362455921487,-30.269009390121646,-32.79621437469943
900,4.5,-1.0,0.55,10,-31.490303833379443,-31.2744511259993,-30.33743040835649,-32.56867622150348
900,4.5,-1.0,0.85,-1,-31.538225418443602,-31.133469562289783,-30.273158307301106,-32.776629023845906
900,4.5,-1.0,0.85,2,-31.506183459200138,-31.183854276798275,-30.330930066092627,-32.767303656039786
900,4.5,-1.0,0.85,10,-31.568859195539048,-31.256926649406886,-30.351653533378467,-32.539746293744415
900,4.5,-0.5,0.1,-1,-31.704865533535216,-31.031206112831043,-29.776851624874855,-32.661649662632236
900,4.5,-0.5,0.1,2,-31.694546356189903,-31.07265737348438,-29.79594918444726,-32.65934863296658
900,4.5,-0.5,0.1,10,-31.56311662417377,-31.1076972392229,-29.783583347724054,-32.49973909358224
900,4.5,-0.5,0.55,-1,-31.736449529125327,-31.034509470241986,-30.041551146317854,-32.642859573236166
900,4.5,-0.5,0.55,2,-31.740570326900347,-31.08298512950118,-30.02715969030611,-32.60704461067727
900,4.5,-0.5,0.55,10,-31.70259431839431,-31.22637659878147,-30.11470155246792,-32.36488331579097
900,4.5,-0.5,0.85,-1,-31.849888297899177,-31.070814411668476,-30.13522573891677,-32.63249418572063
900,4.5,-0.5,0.85,2,-31.848799970351635,-31.123587608054176,-30.127271324872318,-32.583165292958014
900,4.5,-0.5,0.85,10,-31.797624697887194,-31.25981406266626,-30.282739764869838,-32.290331916297184
900,4.5,-0.25,0.1,-1,-31.706095854074935,-31.09491409075985,-29.806627501080175,-32.62471670967652
900,4.5,-0.25,0.1,2,-31.659498431476536,-31.110302101235135,-29.781530626520404,-32.599862786219255
900,4.5,-0.25,0.1,10,-31.538559286536948,-31.15877459798245,-29.733814976927064,-32.4404589615033
900,4.5,-0.25,0.55,-1,-31.843419259607842,-31.105168926537967,-30.07344286677208,-32.592227734380245
900,4.5,-0.25,0.55,2,-31.8474091974375,-31.144122307216723,-30.06923683258094,-32.53043793064365
900,4.5,-0.25,0.55,10,-31.6883516906155,-31.256872160131405,-30.165760437759293,-32.28996523882354
900,4.5,-0.25,0.85,-1,-31.91232196306496,-31.159174668769666,-30.180760036850664,-32.584870616256424
900,4.5,-0.25,0.85,2,-31.901642556598844,-31.196832697315426,-30.196635954578518,-32.49450580553826
900,4.5,-0.25,0.85,10,-31.74050285653923,-31.32291485092013,-30.331431528038323,-32.224735605707416
900,4.5,+0.0,0.1,-1,-31.691554798453893,-31.09607935971676,-29.815736831613584,-32.571285208480376
900,4.5,+0.0,0.1,2,-31.695895114184886,-31.119732552296774,-29.79183611796274,-32.52768174142012
900,4.5,+0.0,0.1,10,-31.55038549155141,-31.15283955693247,-29.65217732542069,-32.35774993642942
900,4.5,+0.0,0.55,-1,-31.81645554170946,-31.126222037347834,-30.118289042034547,-32.532892952901435
900,4.5,+0.0,0.55,2,-31.82059675178202,-31.160605295317044,-30.14736280336535,-32.41610844231946
900,4.5,+0.0,0.55,10,-31.80080527582802,-31.18238223539442,-30.12249983075817,-32.168786399885896
900,4.5,+0.0,0.85,-1,-31.897343880545325,-31.186255897303315,-30.19456965742731,-32.513844050636806
900,4.5,+0.0,0.85,2,-31.907012320522337,-31.232740446829894,-30.248976485839968,-32.3541215324159
900,4.5,+0.0,0.85,10,-31.7753161455272,-31.257918565719073,-30.40293968881068,-32.088011196824795
900,4.5,+0.25,0.1,-1,-31.68849468873747,-31.096780862217443,-29.863324345045363,-32.530314775054876
900,4.5,+0.25,0.1,2,-31.6938562491589,-31.118194666152498,-29.860496349643853,-32.44525482481805
900,4.5,+0.25,0.1,10,-31.415060234725818,-31.166978202445904,-29.641376713128764,-32.30360746555077
900,4.5,+0.25,0.55,-1,-31.969432183814163,-31.052122306289363,-30.083198675803175,-32.43006277908582
900,4.5,+0.25,0.55,2,-31.97636207409503,-31.088629077798792,-30.139085016464676,-32.260025505114236
900,4.5,+0.25,0.55,10,-31.789607861066603,-31.2002675504241,-30.079477356573804,-32.09283519729681
900,4.5,+0.25,0.85,-1,-31.776769315982342,-31.198617115873958,-30.25037225108094,-32.44208368250456
900,4.5,+0.25,0.85,2,-31.790105205219042,-31.271328999560552,-30.37504218112378,-32.223424568634364
900,4.5,+0.25,0.85,10,-31.80056466730975,-31.244735526449837,-30.475541352885106,-31.949330483888332
900,4.5,+0.5,0.1,-1,-31.64875780210403,-31.050639890781756,-29.904849401233253,-32.476578636132714
900,4.5,+0.5,0.1,2,-31.651323301468462,-31.08104121163813,-29.88850397144597,-32.349072452846926
900,4.5,+0.5,0.1,10,-31.319183380258615,-31.119151983094874,-29.630775863094335,-32.229816265129884
900,4.5,+0.5,0.55,-1,-31.98042827003696,-31.0906574464998,-30.18213685403447,-32.3656537172113
900,4.5,+0.5,0.55,2,-31.96630883289238,-31.123818236975843,-30.24633047780066,-32.1447238694327
900,4.5,+0.5,0.55,10,-31.70837521739412,-31.202328408117875,-29.983288867938754,-32.010694741143034
900,4.5,+0.5,0.85,-1,-32.05859747803684,-31.307819050283733,-30.342563432209392,-32.3698504629577
900,4.5,+0.5,0.85,2,-32.13840570235352,-31.374256948285254,-30.46087974950275,-32.09595647445822
900,4.5,+0.5,0.85,10,-31.776249875242392,-31.256704324138905,-30.490332256613762,-31.751037605802836
900,4.5,+0.75,0.1,-1,-31.51690868267213,-31.022784700109355,-30.004070320639027,-32.437122169133254
900,4.5,+0.75,0.1,2,-31.522785021200747,-31.06214686634455,-29.91226691392676,-32.28121043004081
900,4.5,+0.75,0.1,10,-31.22676501762955,-31.046502219620145,-29.63812918251497,-32.16097815418137
900,4.5,+0.75,0.55,-1,-31.67467068122584,-30.9729115564512,-30.273312435539644,-32.29382172964469
900,4.5,+0.75,0.55,2,-31.841738887637145,-31.054259280279535,-30.350265537025027,-32.05565866976742
900,4.5,+0.75,0.55,10,-31.61253707535208,-31.21324801630625,-29.959167776795365,-31.93497778641914
900,4.5,+0.75,0.85,-1,-32.04354120755725,-31.377512863848047,-30.37271061669838,-32.26289830553222
900,4.5,+0.75,0.85,2,-32.064975149891175,-31.41652450819447,-30.512135006317397,-31.957283288489535
900,4.5,+0.75,0.85,10,-31.784600104697343,-31.467804174317454,-30.707209096120017,-31.686178884311843
900,4.5,+1.0,0.1,-1,-31.47308804000318,-30.978689686435942,-30.093345279271272,-32.39115112429966
900,4.5,+1.0,0.1,2,-31.474853394039947,-31.048070000129822,-29.91760614426823,-32.21761845026958
900,4.5,+1.0,0.1,10,-31.141801963614558,-30.96536693061723,-29.669091785632663,-32.09699330930013
900,4.5,+1.0,0.55,-1,-31.913049255756118,-31.08282628670971,-30.426318359577497,-32.238142888674844
900,4.5,+1.0,0.55,2,-31.94294203085034,-31.144539138238585,-30.42568273873242,-31.982615510610653
900,4.5,+1.0,0.55,10,-31.522355432514566,-31.190185107818984,-29.943400974977486,-31.85074184356364
900,4.5,+1.0,0.85,-1,-31.996217218248972,-31.421808377021073,-30.497930339423203,-32.189045132880295
900,4.5,+1.0,0.85,2,-32.10251538591702,-31.488417132745464,-30.655964637486747,-31.87410547774512
900,4.5,+1.0,0.85,10,-31.83953047310787,-31.339369792200404,-30.781694752187416,-31.50774717149252
900,5.0,-2.5,0.1,-1,-30.754931645933112,-31.11822550342332,-30.580735844784183,-32.64878583261642
900,5.0,-2.5,0.1,2,-30.754584461219064,-31.118192961605544,-30.58149053096285,-32.648728996211005
900,5.0,-2.5,0.1,10,-30.76563933985657,-31.104380796113553,-30.568261474751214,-32.65098369515496
900,5.0,-2.5,0.55,-1,-30.785144353318707,-31.22203400022538,-30.657214963887533,-32.668076662268504
900,5.0,-2.5,0.55,2,-30.777322754287123,-31.21790736280271,-30.665142498316378,-32.67068757754883
900,5.0,-2.5,0.55,10,-30.798584716809817,-31.201778792238017,-30.637626265324897,-32.67029000422592
900,5.0,-2.5,0.85,-1,-30.784012869212276,-31.236997283845263,-30.670179626515065,-32.66305809977365
900,5.0,-2.5,0.85,2,-30.781777499117133,-31.23469237486303,-30.674645367678238,-32.664338166459714
900,5.0,-2.5,0.85,10,-30.794740967079306,-31.21807413891012,-30.656238142000337,-32.67067815453951
900,5.0,-2.0,0.1,-1,-31.014142273971967,-31.082914633354317,-30.47690771509041,-32.722973819828496
900,5.0,-2.0,0.1,2,-31.010587780871237,-31.083238951738604,-30.485529554057095,-32.72271498951761
900,5.0,-2.0,0.1,10,-31.023856546937164,-31.062680888225085,-30.468233996968404,-32.720375752442976
900,5.0,-2.0,0.55,-1,-31.041382700971933,-31.231266648810095,-30.58832286156553,-32.749912672069826
900,5.0,-2.0,0.55,2,-31.038100352469673,-31.232868618704707,-30.593825393814086,-32.74962205430239
900,5.0,-2.0,0.55,10,-31.046876660091527,-31.210712327413702,-30.573329470832164,-32.745149639039866
900,5.0,-2.0,0.85,-1,-31.05563561118013,-31.261398236109073,-30.603564993670005,-32.73804518425524
900,5.0,-2.0,0.85,2,-31.037812204102476,-31.255228817841413,-30.615241139039405,-32.73828610713319
900,5.0,-2.0,0.85,10,-31.061416481233593,-31.23310244124696,-30.592203404147487,-32.73230305390997
900,5.0,-1.5,0.1,-1,-31.309930523405015,-30.959169122455634,-30.211689345994582,-32.771286837924634
900,5.0,-1.5,0.1,2,-31.29852192623901,-30.972897915460504,-30.242800967937235,-32.76958575922088
900,5.0,-1.5,0.1,10,-31.30664737730795,-30.96378218374868,-30.232474040533933,-32.729054064794575
900,5.0,-1.5,0.55,-1,-31.327708984694485,-31.128340738797743,-30.35249269353852,-32.79585911410636
900,5.0,-1.5,0.55,2,-31.308769938416226,-31.141075619167484,-30.38857205123169,-32.796468057195256
900,5.0,-1.5,0.55,10,-31.35011338464555,-31.144823760351766,-30.381295548289554,-32.726174140936344
900,5.0,-1.5,0.85,-1,-31.3397732759244,-31.17972138343344,-30.40294041315623,-32.792996452587225
900,5.0,-1.5,0.85,2,-31.329341280069862,-31.181524665208403,-30.417582045582442,-32.788019990217705
900,5.0,-1.5,0.85,10,-31.3473378708669,-31.185558424926022,-30.425745472032787,-32.71222006234701
900,5.0,-1.0,0.1,-1,-31.532442929638677,-30.909367710935825,-29.907514125687587,-32.77506185629378
900,5.0,-1.0,0.1,2,-31.51691241832353,-30.9347666477896,-29.933564333913537,-32.77226852345943
900,5.0,-1.0,0.1,10,-31.531694773000094,-30.974578999042038,-29.95509004049695,-32.67638755683813
900,5.0,-1.0,0.55,-1,-31.59842689325386,-31.022999583072686,-30.08032793483863,-32.78168889025169
900,5.0,-1.0,0.55,2,-31.574752051343708,-31.047547905949457,-30.116191441100277,-32.77958277542899
900,5.0,-1.0,0.55,10,-31.62648726466953,-31.132998549218115,-30.15278553153348,-32.61311878319105
900,5.0,-1.0,0.85,-1,-31.484459434652464,-31.15129808099395,-30.250671240176334,-32.819819113711105
900,5.0,-1.0,0.85,2,-31.487050166466158,-31.17281560286745,-30.2730553507985,-32.807399052649664
900,5.0,-1.0,0.85,10,-31.508782777095806,-31.266981675214353,-30.33324191536735,-32.6173964894402
900,5.0,-0.5,0.1,-1,-31.652335461355495,-31.024456845875847,-29.75162654736724,-32.71988962744676
900,5.0,-0.5,0.1,2,-31.64210083284705,-31.063505325007498,-29.752932444503934,-32.712053942165895
900,5.0,-0.5,0.1,10,-31.62993624723689,-31.112747084414828,-29.772410142645075,-32.56275949369913
900,5.0,-0.5,0.55,-1,-31.68459023719165,-31.076907048259635,-30.02327827964731,-32.724254042738224
900,5.0,-0.5,0.55,2,-31.685035631002627,-31.139260654327,-30.02010717534993,-32.6838944986015
900,5.0,-0.5,0.55,10,-31.718419769199564,-31.246216277758407,-30.07971452849246,-32.442267034885354
900,5.0,-0.5,0.85,-1,-31.704271071836363,-31.058143646345265,-30.092597284588987,-32.714362549723724
900,5.0,-0.5,0.85,2,-31.69562312758748,-31.103885240098933,-30.08112107650167,-32.68912119147326
900,5.0,-0.5,0.85,10,-31.721667526061417,-31.23559762380608,-30.186592754253404,-32.414228648892994
900,5.0,-0.25,0.1,-1,-31.76316759225262,-31.007517357038708,-29.677107025945197,-32.65026363365668
