Teff,log_g,[M/H],F115W,F150W,F277W,F444W
400,4.5,-0.5,24.84534636698168,24.550705063873007,23.93918066948645,18.47864261079937
400,4.5,0.0,23.943934874709008,24.404560660961604,23.90906551067355,18.672236322524277
400,4.5,0.3,23.554834579359,24.368216120078493,23.81233939437316,18.843175764005036
400,5.0,-1.0,26.436375215505166,24.814315112223014,23.517549870889063,18.15744359736169
400,5.0,-0.5,25.499767422258543,24.72040462064664,23.942446519020084,18.33733651347346
400,5.0,0.0,24.692000452059343,24.6018278559532,24.075133317659166,18.465902036076276
400,5.0,0.3,24.09711901328756,24.464140267079433,24.00977008413055,18.545872343540253
400,5.5,-1.0,27.30956377022196,24.970761850721964,23.286492285066615,18.045787297719414
400,5.5,-0.5,26.282253131779868,24.82335723031005,23.827661639925193,18.218445915343644
400,5.5,0.0,25.112301632752725,24.52970799440161,24.12449491205832,18.319368305287636
400,5.5,0.3,24.386563666671282,24.34398853015823,24.138875963001254,18.35199601217472
450,2.5,-1.0,21.736222421347367,21.970467480020083,21.893115020076696,18.269166557879007
450,2.5,-0.5,21.280621815293884,21.868359427279124,21.881765727417584,18.601521098213848
450,2.5,0.0,21.099217650460062,21.91641356326203,21.953409577395586,18.73516215099097
450,2.5,0.3,21.093784615322054,22.0259537546043,22.037208658320427,18.76909037257177
450,3.0,-1.0,22.04039949612065,22.220109068521552,22.245321855386386,18.137096675512982
450,3.0,-0.5,21.372375567711444,22.013039706926843,22.124753474845175,18.618847574822208
450,3.0,0.0,21.17817527645391,22.116091091664085,22.07232291814112,18.89551724208792
450,3.0,0.3,21.138780931182275,22.284035401392735,22.07308285929293,18.947601563507625
450,3.5,-1.0,22.544741415059907,22.555268601697396,22.5070262408562,17.973279175355565
450,3.5,-0.5,21.820869850928418,22.387573097914945,22.321594201545775,18.400693550980098
450,3.5,0.0,21.411415243691515,22.35623117749252,22.170346504613384,18.817749777998813
450,3.5,0.3,21.387880661583853,22.532187384527692,22.11924936565063,18.96755768648446
450,4.0,-1.0,23.151189752137967,22.90054753020857,22.59624472622931,17.841561312185693
450,4.0,-0.5,22.435285191048635,22.82804703027339,22.540876304522605,18.14430569079832
450,4.0,0.0,21.798906162121202,22.676323209616783,22.36344388567318,18.519252597401213
450,4.0,0.3,21.687036191425744,22.73474894110565,22.243709157577456,18.780361027988665
450,4.5,-1.0,23.981486094456237,23.26733475273012,22.578098583613425,17.745351907327983
450,4.5,-0.5,23.121029486133207,23.19470160697929,22.6859215592237,17.94545905623378
450,4.5,0.0,22.40600340766345,23.023588130874558,22.581013516932998,18.166779792293475
450,4.5,0.3,22.053284048091733,22.907234834800768,22.446921273070537,18.385479096870064
450,5.0,-1.0,23.885152601829315,23.101004399186394,23.054747853354314,17.795704129007685
450,5.0,-0.5,23.817414559425934,23.37620437592738,22.75652141472879,17.79692128493471
450,5.0,0.0,22.856162293645212,23.125444250048766,22.760938226845585,17.956506824616742
450,5.0,0.3,22.388964590062418,22.96163357115825,22.6879701138999,18.06758263025376
450,5.5,-1.0,24.52187202265435,23.169012078268686,23.096967183814844,17.706925937104046
450,5.5,-0.5,24.493338823698167,23.42789857309331,22.69602135466252,17.678903535393594
450,5.5,0.0,23.23627880291813,23.100909417327347,22.86827348164202,17.784969089134822
450,5.5,0.3,22.640491041979352,22.94475051734085,22.86605588342967,17.869877839087355
500,2.5,-1.0,20.605871716470965,21.007096404418416,21.05930931338429,17.883217484001193
500,2.5,-0.5,20.291761770820408,20.937208661308546,21.077576138275976,18.15640079104947
500,2.5,0.0,20.313473488714084,21.02333121830389,21.23272117753182,18.303008663694087
500,2.5,0.3,20.29932682128021,20.9693641557864,21.231520038713345,18.320389927772702
500,3.0,-1.0,20.791623946891317,21.194661451881828,21.316858114771094,17.79321805366209
500,3.0,-0.5,20.361987860291066,21.089440273395752,21.227072117126045,18.20293326145349
500,3.0,0.0,20.231199666667763,21.169657504762732,21.20532227322997,18.398034967200232
500,3.0,0.3,20.1753021611249,21.25977194589438,21.22853592987478,18.42980832803146
500,3.5,-1.0,21.257853987653856,21.536429069012502,21.538111907470277,17.603417145561952
500,3.5,-0.5,20.57760260865225,21.303841638153635,21.358286730472443,18.027213313451988
500,3.5,0.0,20.339697819602748,21.32458145969872,21.2129859100934,18.347217927215656
