Teff,log(g),mass,R/Rsun,F115W,F150W,F277W,F444W,Z
2000.0,4.0,10.29,0.164,12.19131562228223,12.27281562228223,12.868065622282232,12.54731562228223,0.5
2100.0,4.0,10.93,0.169,11.916565622282231,11.985315622282231,12.582065622282233,12.34831562228223,0.5
2200.0,4.0,11.68,0.1748,11.650315622282232,11.70356562228223,12.288065622282232,12.142065622282232,0.5
2300.0,4.0,12.61,0.1816,11.390315622282232,11.42156562228223,11.980815622282233,11.925815622282233,0.5
2400.0,4.0,13.73,0.1895,11.128815622282232,11.136565622282234,11.675065622282233,11.705815622282232,0.5
200.0,4.5,11.68,0.0983,34.690315622282235,32.02431562228223,32.354065622282235,21.414815622282234,0.5
225.0,4.5,11.82,0.0989,32.57231562228223,30.384065622282233,30.91406562228223,20.77931562228223,0.5
250.0,4.5,11.96,0.0995,30.67231562228223,28.96431562228223,29.62456562228223,20.221815622282232,0.5
275.0,4.5,12.11,0.1001,28.98056562228223,27.727065622282232,28.482315622282233,19.72906562228223,0.5
300.0,4.5,12.26,0.1007,27.478565622282233,26.639565622282227,27.469565622282232,19.289565622282232,0.5
325.0,4.5,12.4,0.1013,26.15606562228223,25.686815622282232,26.57331562228223,18.898065622282232,0.5
350.0,4.5,12.55,0.1019,24.994065622282232,24.85206562228223,25.77931562228223,18.54881562228223,0.5
375.0,4.5,12.7,0.1025,23.968815622282232,24.114315622282234,25.06656562228223,18.234565622282233,0.5
400.0,4.5,12.85,0.1031,23.055815622282232,23.451815622282233,24.419565622282235,17.949065622282234,0.5
425.0,4.5,13.0,0.1037,22.243065622282234,22.850565622282232,23.83206562228223,17.689815622282232,0.5
450.0,4.5,13.13,0.1042,21.540065622282228,22.31531562228223,23.297315622282234,17.45956562228223,0.5
475.0,4.5,13.25,0.1047,20.900565622282233,21.81456562228223,22.807065622282234,17.247815622282232,0.5
500.0,4.5,13.36,0.1051,20.351065622282228,21.35831562228223,22.362565622282233,17.05856562228223,0.5
525.0,4.5,13.46,0.1055,19.87706562228223,20.940315622282235,21.949565622282236,16.88681562228223,0.5
550.0,4.5,13.57,0.106,19.46406562228223,20.553315622282234,21.56306562228223,16.72906562228223,0.5
575.0,4.5,13.68,0.1064,19.100565622282232,20.193315622282235,21.199065622282234,16.58331562228223,0.5
600.0,4.5,13.78,0.1068,18.777565622282232,19.85881562228223,20.854565622282234,16.447565622282234,0.5
650.0,4.5,13.98,0.1076,18.20781562228223,19.255815622282235,20.235065622282235,16.20581562228223,0.5
700.0,4.5,14.19,0.1084,17.72081562228223,18.73256562228223,19.68656562228223,15.992565622282232,0.5
750.0,4.5,14.4,0.1092,17.291815622282233,18.270315622282233,19.19931562228223,15.801315622282232,0.5
800.0,4.5,14.61,0.1099,16.91106562228223,17.858065622282233,18.76306562228223,15.627815622282231,0.5
850.0,4.5,14.82,0.1107,16.57006562228223,17.48731562228223,18.36781562228223,15.468065622282232,0.5
900.0,4.5,15.03,0.1115,16.26081562228223,17.14706562228223,18.00581562228223,15.319565622282232,0.5
950.0,4.5,15.25,0.1124,15.978815622282232,16.83106562228223,17.669815622282233,15.180315622282233,0.5
1000.0,4.5,15.48,0.1132,15.720065622282231,16.53331562228223,17.353565622282233,15.048565622282233,0.5
1100.0,4.5,15.98,0.115,15.260565622282233,15.97631562228223,16.76106562228223,14.800065622282233,0.5
1200.0,4.5,16.51,0.1169,14.865815622282232,15.455815622282232,16.211315622282232,14.566565622282234,0.5
1300.0,4.5,17.07,0.1189,14.520815622282232,14.96656562228223,15.697065622282231,14.340315622282231,0.5
1400.0,4.5,17.58,0.1206,14.217565622282232,14.526065622282232,15.232315622282231,14.121815622282233,0.5
1500.0,4.5,18.09,0.1224,13.932565622282231,14.139815622282232,14.830815622282232,13.911065622282234,0.5
1600.0,4.5,18.62,0.1241,13.666565622282231,13.796315622282231,14.487315622282232,13.71181562228223,0.5
1700.0,4.5,19.27,0.1263,13.40131562228223,13.48406562228223,14.177315622282231,13.523065622282232,0.5
1800.0,4.5,20.0,0.1287,13.137565622282231,13.192815622282232,13.882565622282232,13.34231562228223,0.5
1900.0,4.5,20.76,0.1311,12.880065622282233,12.918315622282233,13.61806562228223,13.173815622282232,0.5
